angle_degree,range_meter,x_meter,y_meter
-147.65668763248868,0.13600000739097595,-0.11490064686264036,-0.07275880263509238
-147.54554221195102,0.13600000739097595,-0.11475928934320524,-0.0729815560247109
-147.43439679141332,0.13600000739097595,-0.11461749998105673,-0.07320403478250341
-147.32325137087562,0.13600000739097595,-0.1144752793097526,-0.07342623807127562
-147.21210595033793,0.13600000739097595,-0.11433262786447351,-0.0736481650548697
-147.10096052980026,0.13699999451637268,-0.11502916434254563,-0.07441296827933805
-146.98981510926257,0.13699999451637268,-0.1148845977442398,-0.07463596786155022
-146.87866968872487,0.13699999451637268,-0.11473959883168125,-0.07485868658633407
-146.76752426818717,0.1379999965429306,-0.11543062366122822,-0.07562916214681184
-146.65637884764948,0.1379999965429306,-0.11528369707107482,-0.07585293821252749
-146.5452334271118,0.1379999965429306,-0.11513633666484574,-0.07607642884131822
-146.43408800657411,0.1379999965429306,-0.1149885429970627,-0.076299633192182
-146.32294258603642,0.1379999965429306,-0.1148403166238778,-0.076522550425194
-146.21179716549872,0.1379999965429306,-0.11469165810307137,-0.07674517970150987
-146.10065174496106,0.13899999856948853,-0.11537258830557637,-0.0775252569811271
-145.98950632442336,0.13899999856948853,-0.11522198368065356,-0.07774891689929202
-145.87836090388566,0.13899999856948853,-0.11507094547188446,-0.07797228424590628
-145.76721548334797,0.13899999856948853,-0.11491947424763045,-0.07819535818043175
-145.65607006281027,0.13899999856948853,-0.1147675705778824,-0.07841813786343436
-145.5449246422726,0.14000000059604645,-0.11543980675000107,-0.07920638348274343
-145.4337792217349,0.14000000059604645,-0.1152859408614609,-0.07943017063169854
-145.3226338011972,0.14000000059604645,-0.1151316411484016,-0.07965365888249379
-145.21148838065952,0.14000000059604645,-0.11497690819145773,-0.0798768473941361
-145.10034296012185,0.14000000059604645,-0.1148217425728941,-0.08009973532676026
-144.98919753958415,0.14100000262260437,-0.11548519042493224,-0.08089605387218574
-144.87805211904646,0.14100000262260437,-0.11532804673997654,-0.0811199258796273
-144.76690669850876,0.14100000262260437,-0.115170469072056,-0.08134349263030836
-144.65576127797107,0.1420000046491623,-0.11582815084360339,-0.08214524205645493
-144.5446158574334,0.1420000046491623,-0.1156685832727647,-0.08236977700609376
-144.4334704368957,0.1420000046491623,-0.1155085804375118,-0.08259400199574411
-144.322325016358,0.1420000046491623,-0.11534814293994024,-0.08281791618164049
-144.2111795958203,0.1420000046491623,-0.11518727138378121,-0.083041518721187
-144.10003417528264,0.14300000667572021,-0.11583601000619623,-0.08385118183484615
-143.98888875474495,0.14300000667572021,-0.11567313314933306,-0.084075728820348
-143.87774333420725,0.14300000667572021,-0.11550982101093432,-0.08429995942631253
-143.76659791366956,0.14300000667572021,-0.11534607420554863,-0.08452387280895318
-143.6554524931319,0.14300000667572021,-0.11518189334936019,-0.08474746812567702
-143.5443070725942,0.1420000046491623,-0.11421296083095608,-0.08437654234790971
